,id,tools,tools_prediction
0,9,0,0.0
1,14,0,0.0
2,16,0,0.0
3,25,0,0.0
4,30,0,0.0
5,35,0,0.0
6,37,0,0.0
7,46,0,0.0
8,52,0,0.0
9,53,0,0.0
10,60,0,0.0
11,61,0,0.0
12,62,0,0.0
13,64,0,0.0
14,74,0,0.0
15,81,0,0.0
16,85,0,0.0
17,95,0,0.0
18,99,0,0.0
19,102,0,0.0
20,103,0,0.0
21,106,0,0.0
22,112,0,0.0
23,129,0,0.0
24,130,0,0.0
25,147,0,0.0
26,150,0,0.0
27,152,0,0.0
28,153,0,0.0
29,154,0,0.0
30,159,0,0.0
31,160,0,0.0
32,172,0,0.0
33,174,0,0.0
34,176,0,0.0
35,181,0,0.0
36,185,0,0.0
37,187,0,0.0
38,190,0,0.0
39,191,0,0.0
40,199,0,0.0
41,200,0,0.0
42,202,0,0.0
43,206,0,0.0
44,209,0,0.0
45,212,0,0.0
46,227,0,0.0
47,233,0,0.0
48,234,0,0.0
49,235,0,0.0
50,237,0,0.0
51,239,0,0.0
52,240,0,0.0
53,247,0,0.0
54,256,0,0.0
55,272,0,0.0
56,292,0,0.0
57,293,0,0.0
58,295,0,0.0
59,303,0,0.0
60,306,0,0.0
61,309,0,0.0
62,311,0,0.0
63,313,0,0.0
64,321,0,0.0
65,323,0,0.0
66,324,0,0.0
67,333,0,0.0
68,342,0,0.0
69,349,0,0.0
70,351,0,0.0
71,353,0,0.0
72,356,0,0.0
73,361,0,0.0
74,367,0,0.0
75,369,0,0.0
76,371,0,0.0
77,372,0,0.0
78,373,0,0.0
79,375,0,0.0
80,377,0,0.0
81,384,0,0.0
82,385,0,0.0
83,386,0,0.0
84,391,0,0.0
85,395,0,0.0
86,400,0,0.0
87,402,0,0.0
88,404,0,0.0
89,405,0,0.0
90,413,0,0.0
91,415,0,0.0
92,417,0,0.0
93,419,0,0.0
94,424,0,0.0
95,425,0,0.0
96,426,0,0.0
97,429,0,0.0
98,433,1,0.0
99,440,0,0.0
100,444,0,0.0
101,446,0,0.0
102,447,0,0.0
103,455,0,0.0
104,465,0,0.0
105,467,0,0.0
106,470,0,0.0
107,479,0,0.0
108,480,0,0.0
109,485,0,0.0
110,492,0,0.0
111,494,0,0.0
112,496,0,0.0
113,509,0,0.0
114,512,0,0.0
115,525,0,0.0
116,532,0,0.0
117,534,0,0.0
118,535,0,0.0
119,541,0,0.0
120,542,0,0.0
121,545,0,0.0
122,549,0,0.0
123,556,0,0.0
124,559,0,0.0
125,573,0,0.0
126,574,0,0.0
127,575,0,0.0
128,577,0,0.0
129,580,0,0.0
130,589,0,0.0
131,591,0,0.0
132,594,0,0.0
133,599,0,0.0
134,600,0,0.0
135,602,0,0.0
136,612,0,0.0
137,615,0,0.0
138,617,0,0.0
139,619,0,0.0
140,621,0,0.0
141,627,0,0.0
142,633,0,0.0
143,639,0,0.0
144,641,0,0.0
145,642,0,0.0
146,643,0,0.0
147,652,0,0.0
148,661,0,0.0
149,663,0,0.0
150,664,0,0.0
151,671,0,0.0
152,675,0,0.0
153,676,0,0.0
154,679,0,0.0
155,681,0,0.0
156,685,0,0.0
157,687,0,0.0
158,690,0,0.0
159,706,0,0.0
160,709,0,0.0
161,710,0,0.0
162,715,0,0.0
163,737,0,0.0
164,740,0,0.0
165,741,0,0.0
166,750,0,0.0
167,762,0,0.0
168,767,0,0.0
169,772,0,0.0
170,775,0,0.0
171,776,0,0.0
172,777,0,0.0
173,786,0,0.0
174,789,0,0.0
175,792,0,0.0
176,795,0,0.0
177,797,0,0.0
178,799,0,0.0
179,801,0,0.0
180,812,0,0.0
181,816,0,0.0
182,817,0,0.0
183,822,0,0.0
184,827,0,0.0
185,829,0,0.0
186,831,0,0.0
187,832,0,0.0
188,834,0,0.0
189,841,0,0.0
190,842,0,0.0
191,847,0,0.0
192,851,0,0.0
193,862,0,0.0
194,863,0,0.0
195,873,0,0.0
196,874,0,0.0
197,880,0,0.0
198,884,0,0.0
199,897,0,0.0
200,902,0,0.0
201,904,0,0.0
202,914,0,0.0
203,915,0,0.0
204,916,0,0.0
205,923,0,0.0
206,924,0,0.0
207,931,0,0.0
208,932,0,0.0
209,933,0,0.0
210,935,0,0.0
211,944,0,0.0
212,945,0,0.0
213,947,0,0.0
214,949,0,0.0
215,953,0,0.0
216,954,0,0.0
217,957,0,0.0
218,959,0,0.0
219,963,0,0.0
220,967,0,0.0
221,970,0,0.0
222,973,0,0.0
223,974,0,0.0
224,981,0,0.0
225,985,0,0.0
226,986,0,0.0
227,987,0,0.0
228,993,0,0.0
229,996,0,0.0
230,1004,0,0.0
231,1011,0,0.0
232,1014,0,0.0
233,1015,0,0.0
234,1026,0,0.0
235,1029,0,0.0
236,1036,0,0.0
237,1041,0,0.0
238,1042,0,0.0
239,1043,0,0.0
240,1046,0,0.0
241,1061,0,0.0
242,1063,0,0.0
243,1065,0,0.0
244,1066,0,0.0
245,1072,0,0.0
246,1075,0,0.0
247,1089,0,0.0
248,1102,0,0.0
249,1109,0,0.0
250,1115,0,0.0
251,1121,0,0.0
252,1125,0,0.0
253,1136,0,0.0
254,1142,0,0.0
255,1146,0,0.0
256,1154,0,0.0
257,1155,0,0.0
258,1157,0,0.0
259,1161,0,0.0
260,1163,0,0.0
261,1166,0,0.0
262,1172,0,0.0
263,1176,0,0.0
264,1177,0,0.0
265,1187,0,0.0
266,1189,0,0.0
267,1190,0,0.0
268,1193,0,0.0
269,1200,0,0.0
270,1202,0,0.0
271,1203,0,0.0
272,1206,0,0.0
273,1207,0,0.0
274,1211,0,0.0
275,1216,0,0.0
276,1221,0,0.0
277,1222,0,0.0
278,1229,0,0.0
279,1232,0,0.0
280,1233,0,0.0
281,1234,0,0.0
282,1237,0,0.0
283,1239,0,0.0
284,1241,0,0.0
285,1243,0,0.0
286,1246,0,0.0
287,1250,0,0.0
288,1251,0,0.0
289,1252,0,0.0
290,1257,0,0.0
291,1270,0,0.0
292,1276,0,0.0
293,1277,0,0.0
294,1283,0,0.0
295,1289,0,0.0
296,1292,0,0.0
297,1295,0,0.0
298,1304,0,0.0
299,1309,0,0.0
300,1311,0,0.0
301,1314,0,0.0
302,1317,0,0.0
303,1323,0,0.0
304,1325,0,0.0
305,1329,0,0.0
306,1339,0,0.0
307,1342,0,0.0
308,1353,0,0.0
309,1357,0,0.0
310,1361,0,0.0
311,1364,0,0.0
312,1365,0,0.0
313,1367,0,0.0
314,1373,0,0.0
315,1376,0,0.0
316,1379,0,0.0
317,1381,0,0.0
318,1386,0,0.0
319,1387,0,0.0
320,1399,0,0.0
321,1401,0,0.0
322,1409,0,0.0
323,1421,0,0.0
324,1422,0,0.0
325,1423,0,0.0
326,1424,0,0.0
327,1427,0,0.0
328,1429,0,0.0
329,1430,0,0.0
330,1436,0,0.0
331,1437,0,0.0
332,1442,0,0.0
333,1445,0,0.0
334,1446,0,0.0
335,1447,0,0.0
336,1449,0,0.0
337,1453,0,0.0
338,1456,0,0.0
339,1459,0,0.0
340,1460,0,0.0
341,1463,0,0.0
342,1471,0,0.0
343,1475,0,0.0
344,1479,0,0.0
345,1483,0,0.0
346,1486,0,0.0
347,1492,0,0.0
348,1493,0,0.0
349,1497,0,0.0
350,1500,0,0.0
351,1505,0,0.0
352,1507,0,0.0
353,1511,0,0.0
354,1512,0,0.0
355,1513,0,0.0
356,1515,0,0.0
357,1516,0,0.0
358,1524,0,0.0
359,1525,0,0.0
360,1526,0,0.0
361,1530,0,0.0
362,1537,0,0.0
363,1539,0,0.0
364,1544,0,0.0
365,1546,1,0.0
366,1549,0,0.0
367,1552,0,0.0
368,1555,0,0.0
369,1556,0,0.0
370,1557,0,0.0
371,1562,0,0.0
372,1567,0,0.0
373,1577,0,0.0
374,1580,0,0.0
375,1594,0,0.0
376,1605,0,0.0
377,1606,0,0.0
378,1607,0,0.0
379,1609,0,0.0
380,1612,0,0.0
381,1616,0,0.0
382,1617,0,0.0
383,1622,0,0.0
384,1625,0,0.0
385,1626,0,0.0
386,1639,0,0.0
387,1640,0,0.0
388,1641,0,0.0
389,1643,0,0.0
390,1645,0,0.0
391,1646,0,0.0
392,1652,0,0.0
393,1652,0,0.0
394,1662,0,0.0
395,1672,0,0.0
396,1683,0,0.0
397,1685,0,0.0
398,1690,0,0.0
399,1700,0,0.0
400,1709,0,0.0
401,1716,0,0.0
402,1730,0,0.0
403,1733,0,0.0
404,1734,0,0.0
405,1739,0,0.0
406,1743,0,0.0
407,1746,1,0.0
408,1747,0,0.0
409,1749,0,0.0
410,1753,0,0.0
411,1754,0,0.0
412,1756,0,0.0
413,1763,0,0.0
414,1764,0,0.0
415,1769,0,0.0
416,1770,0,0.0
417,1774,0,0.0
418,1776,0,0.0
419,1777,0,0.0
420,1781,0,0.0
421,1784,0,0.0
422,1789,0,0.0
423,1794,0,0.0
424,1801,0,0.0
425,1802,0,0.0
426,1809,0,0.0
427,1811,0,0.0
428,1817,0,0.0
429,1822,0,0.0
430,1831,0,0.0
431,1840,0,0.0
432,1844,0,0.0
433,1850,0,0.0
434,1855,0,0.0
435,1856,0,0.0
436,1857,0,0.0
437,1866,0,0.0
438,1867,0,0.0
439,1871,0,0.0
440,1875,0,0.0
441,1876,0,0.0
442,1882,0,0.0
443,1901,0,0.0
444,1903,0,0.0
445,1912,0,0.0
446,1914,0,0.0
447,1915,0,0.0
448,1922,0,0.0
449,1924,0,0.0
450,1926,0,0.0
451,1932,0,0.0
452,1933,0,0.0
453,1934,0,0.0
454,1941,0,0.0
455,1949,0,0.0
456,1950,0,0.0
457,1951,0,0.0
458,1952,0,0.0
459,1954,0,0.0
460,1960,0,0.0
461,1961,0,0.0
462,1963,0,0.0
463,1967,0,0.0
464,1970,0,0.0
465,1971,0,0.0
466,1976,0,0.0
467,1979,0,0.0
468,1980,0,0.0
469,1985,0,0.0
470,1986,0,0.0
471,1991,0,0.0
472,1993,0,0.0
473,1997,0,0.0
474,2001,0,0.0
475,2003,0,0.0
476,2009,0,0.0
477,2010,0,0.0
478,2021,0,0.0
479,2022,0,0.0
480,2023,0,0.0
481,2024,0,0.0
482,2027,0,0.0
483,2029,0,0.0
484,2040,0,0.0
485,2041,0,0.0
486,2043,0,0.0
487,2045,0,0.0
488,2047,0,0.0
489,2052,0,0.0
490,2062,0,0.0
491,2069,0,0.0
492,2071,0,0.0
493,2077,0,0.0
494,2091,0,0.0
495,2092,0,0.0
496,2099,0,0.0
497,2101,0,0.0
498,2102,0,0.0
499,2105,0,0.0
500,2112,0,0.0
501,2117,0,0.0
502,2119,0,0.0
503,2124,0,0.0
504,2126,0,0.0
505,2127,0,0.0
506,2131,0,0.0
507,2140,0,0.0
508,2144,0,0.0
509,2149,0,0.0
510,2163,0,0.0
511,2164,0,0.0
512,2166,0,0.0
513,2170,0,0.0
514,2174,0,0.0
515,2189,0,0.0
516,2194,0,0.0
517,2197,0,0.0
518,2199,0,0.0
519,2200,0,0.0
520,2222,0,0.0
521,2225,0,0.0
522,2227,0,0.0
523,2229,0,0.0
524,2230,0,0.0
525,2234,0,0.0
526,2239,0,0.0
527,2245,0,0.0
528,2246,0,0.0
529,2249,0,0.0
530,2251,0,0.0
531,2257,0,0.0
532,2259,0,0.0
533,2267,0,0.0
534,2271,0,0.0
535,2276,0,0.0
536,2281,0,0.0
537,2283,0,0.0
538,2287,0,0.0
539,2294,0,0.0
540,2297,0,0.0
541,2301,1,0.0
542,2306,0,0.0
543,2313,0,0.0
544,2314,0,0.0
545,2320,0,0.0
546,2321,0,0.0
547,2325,0,0.0
548,2326,0,0.0
549,2332,0,0.0
550,2335,0,0.0
551,2337,0,0.0
552,2343,0,0.0
553,2360,0,0.0
554,2361,0,0.0
555,2363,0,0.0
556,2365,0,0.0
557,2367,0,0.0
558,2372,0,0.0
559,2373,0,0.0
560,2374,0,0.0
561,2376,0,0.0
562,2380,0,0.0
563,2381,0,0.0
564,2384,0,0.0
565,2390,0,0.0
566,2391,0,0.0
567,2402,0,0.0
568,2404,0,0.0
569,2412,0,0.0
570,2417,0,0.0
571,2420,0,0.0
572,2424,0,0.0
573,2426,0,0.0
574,2430,0,0.0
575,2431,0,0.0
576,2432,0,0.0
577,2439,0,0.0
578,2443,1,0.0
579,2445,0,0.0
580,2449,0,0.0
581,2450,0,0.0
582,2463,0,0.0
583,2465,0,0.0
584,2481,0,0.0
585,2486,0,0.0
586,2494,0,0.0
587,2495,0,0.0
588,2496,0,0.0
589,2503,0,0.0
590,2504,0,0.0
591,2509,0,0.0
592,2510,0,0.0
593,2512,0,0.0
594,2513,0,0.0
595,2521,0,0.0
596,2522,0,0.0
597,2525,0,0.0
598,2531,0,0.0
599,2533,0,0.0
600,2535,0,0.0
601,2537,0,0.0
602,2540,0,0.0
603,2551,0,0.0
604,2552,0,0.0
605,2553,0,0.0
606,2557,0,0.0
607,2560,0,0.0
608,2570,0,0.0
609,2573,0,0.0
610,2579,0,0.0
611,2582,0,0.0
612,2584,0,0.0
613,2594,0,0.0
614,2595,0,0.0
615,2606,0,0.0
616,2617,0,0.0
617,2622,0,0.0
618,2627,0,0.0
619,2631,0,0.0
620,2632,0,0.0
621,2635,0,0.0
622,2636,0,0.0
623,2639,0,0.0
624,2644,0,0.0
625,2645,0,0.0
626,2646,0,0.0
627,2647,0,0.0
628,2649,0,0.0
629,2653,0,0.0
630,2654,0,0.0
631,2655,0,0.0
632,2661,0,0.0
633,2662,0,0.0
634,2664,0,0.0
635,2672,0,0.0
636,2673,0,0.0
637,2674,0,0.0
638,2682,0,0.0
639,2687,0,0.0
640,2689,0,0.0
641,2692,0,0.0
642,2703,0,0.0
643,2712,0,0.0
644,2714,0,0.0
645,2717,0,0.0
646,2721,0,0.0
647,2729,0,0.0
648,2732,0,0.0
649,2733,0,0.0
650,2740,0,0.0
651,2746,0,0.0
652,2747,0,0.0
653,2750,0,0.0
654,2755,0,0.0
655,2759,0,0.0
656,2761,0,0.0
657,2762,0,0.0
658,2765,0,0.0
659,2769,0,0.0
660,2772,0,0.0
661,2773,0,0.0
662,2777,0,0.0
663,2782,0,0.0
664,2783,0,0.0
665,2785,0,0.0
666,2787,0,0.0
667,2792,0,0.0
668,2793,0,0.0
669,2795,0,0.0
670,2804,0,0.0
671,2807,0,0.0
672,2811,0,0.0
673,2821,0,0.0
674,2822,0,0.0
675,2823,0,0.0
676,2824,0,0.0
677,2829,0,0.0
678,2834,0,0.0
679,2862,0,0.0
680,2863,0,0.0
681,2867,0,0.0
682,2869,0,0.0
683,2870,0,0.0
684,2872,0,0.0
685,2877,0,0.0
686,2880,0,0.0
687,2882,0,0.0
688,2884,0,0.0
689,2886,0,0.0
690,2893,0,0.0
691,2896,0,0.0
692,2900,0,0.0
693,2902,0,0.0
694,2905,0,0.0
695,2907,0,0.0
696,2912,0,0.0
697,2921,0,0.0
698,2924,0,0.0
699,2927,0,0.0
700,2931,0,0.0
701,2932,0,0.0
702,2933,0,0.0
703,2934,0,0.0
704,2935,0,0.0
705,2947,0,0.0
706,2951,0,0.0
707,2955,0,0.0
708,2957,0,0.0
709,2963,0,0.0
710,2964,0,0.0
711,2966,0,0.0
712,2973,0,0.0
713,2976,0,0.0
714,2981,0,0.0
715,2984,0,0.0
716,2989,0,0.0
717,2990,0,0.0
718,3011,0,0.0
719,3020,0,0.0
720,3022,0,0.0
721,3027,0,0.0
722,3034,0,0.0
723,3037,0,0.0
724,3041,0,0.0
725,3055,0,0.0
726,3063,0,0.0
727,3065,0,0.0
728,3076,0,0.0
729,3080,0,0.0
730,3083,0,0.0
731,3086,0,0.0
732,3087,0,0.0
733,3090,0,0.0
734,3094,0,0.0
735,3100,0,0.0
736,3104,0,0.0
737,3106,0,0.0
738,3122,0,0.0
739,3125,0,0.0
740,3127,0,0.0
741,3129,0,0.0
742,3132,0,0.0
743,3134,0,0.0
744,3136,0,0.0
745,3139,0,0.0
746,3146,0,0.0
747,3150,0,0.0
748,3152,0,0.0
749,3156,0,0.0
750,3167,0,0.0
751,3171,0,0.0
752,3180,0,0.0
753,3184,0,0.0
754,3187,0,0.0
755,3194,0,0.0
756,3196,0,0.0
757,3207,0,0.0
758,3216,0,0.0
759,3217,0,0.0
760,3217,0,0.0
761,3219,0,0.0
762,3224,0,0.0
763,3229,0,0.0
764,3231,0,0.0
765,3234,0,0.0
766,3235,0,0.0
767,3241,0,0.0
768,3242,0,0.0
769,3247,0,0.0
770,3253,0,0.0
771,3255,0,0.0
772,3262,0,0.0
773,3263,0,0.0
774,3266,0,0.0
775,3269,0,0.0
776,3275,0,0.0
777,3277,0,0.0
778,3289,0,0.0
779,3297,0,0.0
780,3307,0,0.0
781,3312,0,0.0
782,3313,0,0.0
783,3323,0,0.0
784,3325,0,0.0
785,3330,0,0.0
786,3332,0,0.0
787,3333,0,0.0
788,3335,0,0.0
789,3339,0,0.0
790,3340,0,0.0
791,3344,0,0.0
792,3345,0,0.0
793,3346,0,0.0
794,3353,0,0.0
795,3359,0,0.0
796,3369,0,0.0
797,3372,0,0.0
798,3375,0,0.0
799,3380,0,0.0
800,3382,0,0.0
801,3384,0,0.0
802,3385,0,0.0
803,3397,0,0.0
804,3400,0,0.0
805,3403,0,0.0
806,3407,0,0.0
807,3412,0,0.0
808,3415,0,0.0
809,3426,0,0.0
810,3430,0,0.0
811,3431,0,0.0
812,3432,0,0.0
813,3436,0,0.0
814,3440,0,0.0
815,3444,0,0.0
816,3457,0,0.0
817,3463,0,0.0
818,3471,0,0.0
819,3475,0,0.0
820,3484,0,0.0
821,3486,0,0.0
822,3489,0,0.0
823,3491,0,0.0
824,3499,0,0.0
825,3505,0,0.0
826,3507,0,0.0
827,3510,0,0.0
828,3517,0,0.0
829,3527,0,0.0
830,3535,0,0.0
831,3536,0,0.0
832,3542,0,0.0
833,3544,0,0.0
834,3549,0,0.0
835,3553,0,0.0
836,3559,0,0.0
837,3564,0,0.0
838,3566,0,0.0
839,3574,0,0.0
840,3575,0,0.0
841,3582,0,0.0
842,3584,0,0.0
843,3589,0,0.0
844,3595,0,0.0
845,3610,0,0.0
846,3612,0,0.0
847,3614,0,0.0
848,3615,0,0.0
849,3616,0,0.0
850,3619,0,0.0
851,3620,0,0.0
852,3621,0,0.0
853,3630,0,0.0
854,3632,0,0.0
855,3635,0,0.0
856,3636,0,0.0
857,3641,0,0.0
858,3651,0,0.0
859,3654,0,0.0
860,3661,0,0.0
861,3663,0,0.0
862,3667,0,0.0
863,3669,0,0.0
864,3672,0,0.0
865,3673,0,0.0
866,3676,0,0.0
867,3679,0,0.0
868,3689,0,0.0
869,3690,0,0.0
870,3691,0,0.0
871,3693,0,0.0
872,3695,0,0.0
873,3696,0,0.0
874,3700,0,0.0
875,3701,0,0.0
876,3703,0,0.0
877,3706,0,0.0
878,3714,0,0.0
879,3717,0,0.0
880,3720,0,0.0
881,3721,0,0.0
882,3722,0,0.0
883,3723,0,0.0
884,3725,0,0.0
885,3730,0,0.0
886,3736,0,0.0
887,3745,0,0.0
888,3746,0,0.0
889,3749,0,0.0
890,3752,0,0.0
891,3753,0,0.0
892,3757,0,0.0
893,3759,0,0.0
894,3762,0,0.0
895,3776,0,0.0
896,3779,0,0.0
897,3780,0,0.0
898,3781,0,0.0
899,3782,0,0.0
900,3783,0,0.0
901,3786,0,0.0
902,3787,0,0.0
903,3789,0,0.0
904,3790,0,0.0
905,3792,0,0.0
906,3796,0,0.0
907,3803,0,0.0
908,3805,0,0.0
909,3823,0,0.0
910,3824,0,0.0
911,3829,0,0.0
912,3830,0,0.0
913,3831,0,0.0
914,3839,0,0.0
915,3841,0,0.0
916,3846,0,0.0
917,3849,0,0.0
918,3852,0,0.0
919,3859,0,0.0
920,3860,0,0.0
921,3863,0,0.0
922,3865,0,0.0
923,3874,0,0.0
924,3876,0,0.0
925,3882,0,0.0
926,3884,0,0.0
927,3889,0,0.0
928,3895,0,0.0
929,3899,0,0.0
930,3901,0,0.0
931,3905,0,0.0
932,3911,0,0.0
933,3913,0,0.0
934,3914,0,0.0
935,3917,0,0.0
936,3920,0,0.0
937,3921,0,0.0
938,3923,0,0.0
939,3939,0,0.0
940,3940,0,0.0
941,3942,0,0.0
942,3946,0,0.0
943,3947,0,0.0
944,3953,0,0.0
945,3957,0,0.0
946,3959,0,0.0
947,3961,0,0.0
948,3962,0,0.0
949,3965,0,0.0
950,3970,0,0.0
951,3981,0,0.0
952,3983,0,0.0
