,id,electricity,electricity_prediction
0,9,0,0.0
1,14,0,0.0
2,31,0,0.0
3,33,0,0.0
4,39,0,0.0
5,41,0,0.0
6,42,0,0.0
7,46,0,0.0
8,51,0,0.0
9,56,0,0.0
10,62,0,0.0
11,70,0,0.0
12,80,0,0.0
13,81,0,0.0
14,83,0,0.0
15,92,0,0.0
16,94,0,0.0
17,97,0,0.0
18,100,0,0.0
19,101,0,0.0
20,102,0,0.0
21,106,0,0.0
22,111,0,0.0
23,117,0,0.0
24,121,0,0.0
25,122,0,0.0
26,130,0,0.0
27,132,0,0.0
28,146,0,0.0
29,147,0,0.0
30,153,0,0.0
31,154,0,0.0
32,159,0,0.0
33,163,0,0.0
34,164,0,0.0
35,171,0,0.0
36,181,0,0.0
37,193,0,0.0
38,194,0,0.0
39,195,0,0.0
40,210,0,0.0
41,211,0,0.0
42,212,0,0.0
43,217,0,0.0
44,219,0,0.0
45,220,0,0.0
46,227,0,0.0
47,234,0,0.0
48,236,0,0.0
49,237,0,0.0
50,245,0,0.0
51,246,0,0.0
52,250,0,0.0
53,259,0,0.0
54,265,0,0.0
55,267,0,0.0
56,269,0,0.0
57,274,0,0.0
58,279,0,0.0
59,282,0,0.0
60,283,0,0.0
61,289,0,0.0
62,292,0,0.0
63,293,0,0.0
64,296,0,0.0
65,301,0,0.0
66,302,0,0.0
67,307,0,0.0
68,315,0,0.0
69,319,0,0.0
70,320,0,0.0
71,325,0,0.0
72,329,0,0.0
73,332,0,0.0
74,336,0,0.0
75,349,0,0.0
76,352,0,0.0
77,353,0,0.0
78,362,0,0.0
79,363,0,0.0
80,367,0,0.0
81,375,0,0.0
82,382,0,0.0
83,384,0,0.0
84,386,0,0.0
85,406,0,0.0
86,411,0,0.0
87,415,0,0.0
88,423,0,0.0
89,433,0,0.0
90,435,0,0.0
91,436,0,0.0
92,444,0,0.0
93,446,0,0.0
94,453,0,0.0
95,455,0,0.0
96,456,0,0.0
97,465,0,0.0
98,466,0,0.0
99,470,0,0.0
100,474,0,0.0
101,480,0,0.0
102,482,0,0.0
103,483,0,0.0
104,484,0,0.0
105,486,0,0.0
106,492,0,0.0
107,494,0,0.0
108,497,0,0.0
109,504,0,0.0
110,505,0,0.0
111,507,0,0.0
112,516,0,0.0
113,524,0,0.0
114,530,0,0.0
115,535,0,0.0
116,539,0,0.0
117,540,0,0.0
118,541,0,0.0
119,546,0,0.0
120,556,0,0.0
121,559,0,0.0
122,564,0,0.0
123,565,0,0.0
124,566,0,0.0
125,572,0,0.0
126,574,0,0.0
127,576,0,0.0
128,577,0,0.0
129,584,0,0.0
130,587,0,0.0
131,591,0,0.0
132,594,0,0.0
133,602,0,0.0
134,603,0,0.0
135,606,0,0.0
136,610,0,0.0
137,611,0,0.0
138,613,0,0.0
139,614,0,0.0
140,619,0,0.0
141,620,0,0.0
142,621,0,0.0
143,624,0,0.0
144,625,0,0.0
145,634,0,0.0
146,635,0,0.0
147,636,0,0.0
148,639,0,0.0
149,640,0,0.0
150,641,0,0.0
151,642,0,0.0
152,643,0,0.0
153,655,0,0.0
154,656,0,0.0
155,657,0,0.0
156,662,0,0.0
157,664,0,0.0
158,669,0,0.0
159,671,0,0.0
160,673,0,0.0
161,674,0,0.0
162,680,0,0.0
163,683,0,0.0
164,686,0,0.0
165,692,0,0.0
166,695,0,0.0
167,696,0,0.0
168,699,0,0.0
169,704,0,0.0
170,705,0,0.0
171,709,0,0.0
172,710,0,0.0
173,711,0,0.0
174,721,0,0.0
175,729,0,0.0
176,730,0,0.0
177,731,0,0.0
178,733,0,0.0
179,740,0,0.0
180,741,0,0.0
181,745,0,0.0
182,750,0,0.0
183,759,0,0.0
184,771,0,0.0
185,773,0,0.0
186,774,0,0.0
187,776,0,0.0
188,777,0,0.0
189,783,0,0.0
190,796,0,0.0
191,799,0,0.0
192,807,0,0.0
193,809,0,0.0
194,812,0,0.0
195,819,0,0.0
196,829,0,0.0
197,832,0,0.0
198,834,0,0.0
199,835,0,0.0
200,837,0,0.0
201,839,0,0.0
202,842,0,0.0
203,843,0,0.0
204,847,0,0.0
205,850,0,0.0
206,861,0,0.0
207,862,0,0.0
208,864,0,0.0
209,869,0,0.0
210,880,0,0.0
211,881,0,0.0
212,883,0,0.0
213,890,0,0.0
214,902,0,0.0
215,904,0,0.0
216,905,0,0.0
217,909,0,0.0
218,912,0,0.0
219,915,0,0.0
220,924,0,0.0
221,926,0,0.0
222,927,0,0.0
223,943,0,0.0
224,944,0,0.0
225,964,0,0.0
226,967,0,0.0
227,973,0,0.0
228,974,0,0.0
229,975,0,0.0
230,976,0,0.0
231,980,0,0.0
232,984,0,0.0
233,985,0,0.0
234,986,1,0.0
235,989,0,0.0
236,991,0,0.0
237,996,0,0.0
238,1002,0,0.0
239,1015,0,0.0
240,1016,0,0.0
241,1022,0,0.0
242,1025,0,0.0
243,1027,0,0.0
244,1036,0,0.0
245,1040,0,0.0
246,1041,0,0.0
247,1043,0,0.0
248,1052,0,0.0
249,1053,0,0.0
250,1055,0,0.0
251,1074,0,0.0
252,1079,0,0.0
253,1084,0,0.0
254,1089,0,0.0
255,1090,0,0.0
256,1095,0,0.0
257,1097,0,0.0
258,1099,0,0.0
259,1102,0,0.0
260,1109,0,0.0
261,1110,0,0.0
262,1113,0,0.0
263,1119,0,0.0
264,1121,0,0.0
265,1123,0,0.0
266,1126,0,0.0
267,1127,0,0.0
268,1130,0,0.0
269,1140,0,0.0
270,1144,0,0.0
271,1149,0,0.0
272,1150,0,0.0
273,1162,0,0.0
274,1163,0,0.0
275,1165,0,0.0
276,1173,0,0.0
277,1176,0,0.0
278,1181,0,0.0
279,1190,0,0.0
280,1196,0,0.0
281,1203,0,0.0
282,1206,0,0.0
283,1207,0,0.0
284,1211,0,0.0
285,1212,0,0.0
286,1215,0,0.0
287,1217,0,0.0
288,1220,0,0.0
289,1222,0,0.0
290,1233,0,0.0
291,1239,0,0.0
292,1251,0,0.0
293,1257,0,0.0
294,1262,0,0.0
295,1263,0,0.0
296,1265,0,0.0
297,1271,0,0.0
298,1276,0,0.0
299,1277,0,0.0
300,1283,0,0.0
301,1284,0,0.0
302,1293,0,0.0
303,1297,0,0.0
304,1301,0,0.0
305,1309,0,0.0
306,1317,0,0.0
307,1329,0,0.0
308,1336,0,0.0
309,1341,0,0.0
310,1342,0,0.0
311,1345,0,0.0
312,1349,0,0.0
313,1351,0,0.0
314,1354,0,0.0
315,1355,0,0.0
316,1359,0,0.0
317,1361,0,0.0
318,1363,0,0.0
319,1364,0,0.0
320,1373,0,0.0
321,1375,0,0.0
322,1376,0,0.0
323,1377,0,0.0
324,1379,0,0.0
325,1382,0,0.0
326,1390,0,0.0
327,1392,0,0.0
328,1397,0,0.0
329,1400,0,0.0
330,1401,0,0.0
331,1402,0,0.0
332,1404,0,0.0
333,1405,0,0.0
334,1406,0,0.0
335,1409,0,0.0
336,1412,0,0.0
337,1417,0,0.0
338,1419,0,0.0
339,1421,0,0.0
340,1422,0,0.0
341,1423,0,0.0
342,1424,0,0.0
343,1425,0,0.0
344,1427,0,0.0
345,1433,0,0.0
346,1439,0,0.0
347,1442,0,0.0
348,1446,0,0.0
349,1450,0,0.0
350,1452,0,0.0
351,1460,0,0.0
352,1463,1,0.0
353,1464,0,0.0
354,1469,0,0.0
355,1480,0,0.0
356,1483,0,0.0
357,1484,0,0.0
358,1486,0,0.0
359,1491,0,0.0
360,1507,0,0.0
361,1509,0,0.0
362,1510,0,0.0
363,1511,0,0.0
364,1519,0,0.0
365,1522,0,0.0
366,1524,0,0.0
367,1534,0,0.0
368,1541,0,0.0
369,1542,0,0.0
370,1549,0,0.0
371,1551,0,0.0
372,1554,0,0.0
373,1563,0,0.0
374,1567,0,0.0
375,1573,0,0.0
376,1581,0,0.0
377,1583,0,0.0
378,1585,0,0.0
379,1586,0,0.0
380,1587,0,0.0
381,1589,0,0.0
382,1593,0,0.0
383,1595,0,0.0
384,1601,0,0.0
385,1605,0,0.0
386,1606,0,0.0
387,1612,0,0.0
388,1616,0,0.0
389,1621,0,0.0
390,1623,0,0.0
391,1624,0,0.0
392,1630,0,0.0
393,1631,0,0.0
394,1632,0,0.0
395,1633,0,0.0
396,1635,0,0.0
397,1636,0,0.0
398,1640,0,0.0
399,1641,0,0.0
400,1643,0,0.0
401,1649,0,0.0
402,1652,0,0.0
403,1655,0,0.0
404,1664,0,0.0
405,1669,0,0.0
406,1673,0,0.0
407,1675,0,0.0
408,1686,0,0.0
409,1687,0,0.0
410,1689,0,0.0
411,1690,0,0.0
412,1696,0,0.0
413,1704,0,0.0
414,1706,0,0.0
415,1707,0,0.0
416,1709,0,0.0
417,1712,0,0.0
418,1720,0,0.0
419,1723,0,0.0
420,1724,0,0.0
421,1729,0,0.0
422,1730,0,0.0
423,1735,0,0.0
424,1736,0,0.0
425,1744,0,0.0
426,1745,0,0.0
427,1750,0,0.0
428,1751,0,0.0
429,1752,0,0.0
430,1753,0,0.0
431,1755,0,0.0
432,1765,0,0.0
433,1769,0,0.0
434,1770,0,0.0
435,1771,0,0.0
436,1774,0,0.0
437,1776,0,0.0
438,1777,0,0.0
439,1785,0,0.0
440,1786,0,0.0
441,1791,0,0.0
442,1794,0,0.0
443,1795,0,0.0
444,1797,0,0.0
445,1801,0,0.0
446,1804,0,0.0
447,1814,0,0.0
448,1822,0,0.0
449,1823,0,0.0
450,1827,0,0.0
451,1831,0,0.0
452,1835,0,0.0
453,1841,0,0.0
454,1847,0,0.0
455,1853,0,0.0
456,1859,0,0.0
457,1860,0,0.0
458,1872,0,0.0
459,1873,0,0.0
460,1875,0,0.0
461,1884,0,0.0
462,1886,0,0.0
463,1896,0,0.0
464,1900,0,0.0
465,1919,0,0.0
466,1920,0,0.0
467,1921,0,0.0
468,1924,0,0.0
469,1931,0,0.0
470,1935,0,0.0
471,1942,0,0.0
472,1943,0,0.0
473,1947,0,0.0
474,1951,0,0.0
475,1954,0,0.0
476,1956,0,0.0
477,1966,0,0.0
478,1971,0,0.0
479,1974,0,0.0
480,1983,0,0.0
481,1989,0,0.0
482,1996,0,0.0
483,2002,0,0.0
484,2003,0,0.0
485,2004,0,0.0
486,2005,0,0.0
487,2013,0,0.0
488,2015,0,0.0
489,2016,0,0.0
490,2017,0,0.0
491,2020,0,0.0
492,2024,0,0.0
493,2025,0,0.0
494,2029,0,0.0
495,2032,0,0.0
496,2034,0,0.0
497,2041,0,0.0
498,2043,0,0.0
499,2056,0,0.0
500,2065,0,0.0
501,2070,0,0.0
502,2075,0,0.0
503,2076,0,0.0
504,2077,0,0.0
505,2079,0,0.0
506,2082,0,0.0
507,2087,0,0.0
508,2094,0,0.0
509,2097,0,0.0
510,2103,0,0.0
511,2104,0,0.0
512,2105,0,0.0
513,2109,0,0.0
514,2110,0,0.0
515,2112,0,0.0
516,2115,0,0.0
517,2116,0,0.0
518,2119,0,1.0
519,2121,0,0.0
520,2122,0,0.0
521,2123,0,0.0
522,2126,0,0.0
523,2127,0,0.0
524,2136,0,0.0
525,2137,0,0.0
526,2139,0,0.0
527,2141,0,0.0
528,2152,0,0.0
529,2153,0,0.0
530,2160,0,0.0
531,2162,0,0.0
532,2164,0,0.0
533,2171,0,0.0
534,2173,0,0.0
535,2176,0,0.0
536,2185,0,0.0
537,2193,0,0.0
538,2197,0,0.0
539,2200,0,0.0
540,2204,0,0.0
541,2205,0,0.0
542,2213,0,0.0
543,2227,0,0.0
544,2229,0,0.0
545,2241,0,0.0
546,2243,0,0.0
547,2245,0,0.0
548,2251,0,0.0
549,2256,0,0.0
550,2262,0,0.0
551,2263,0,0.0
552,2264,0,0.0
553,2267,0,0.0
554,2269,0,0.0
555,2271,0,0.0
556,2272,0,0.0
557,2274,0,0.0
558,2275,0,0.0
559,2277,0,0.0
560,2281,0,0.0
561,2284,0,0.0
562,2290,0,0.0
563,2297,0,0.0
564,2299,0,0.0
565,2301,0,0.0
566,2305,0,0.0
567,2312,0,0.0
568,2313,0,0.0
569,2316,0,0.0
570,2320,0,0.0
571,2321,0,0.0
572,2323,0,0.0
573,2326,0,0.0
574,2327,0,0.0
575,2333,0,0.0
576,2342,0,0.0
577,2343,0,0.0
578,2345,0,0.0
579,2351,0,0.0
580,2352,0,0.0
581,2361,0,0.0
582,2362,0,0.0
583,2375,0,0.0
584,2380,0,0.0
585,2385,0,0.0
586,2389,0,0.0
587,2392,0,0.0
588,2395,0,0.0
589,2399,0,0.0
590,2403,0,0.0
591,2404,0,0.0
592,2409,0,0.0
593,2427,0,0.0
594,2434,0,0.0
595,2446,0,0.0
596,2450,0,0.0
597,2452,0,0.0
598,2453,0,0.0
599,2455,0,0.0
600,2456,0,0.0
601,2461,0,0.0
602,2463,0,0.0
603,2465,0,0.0
604,2472,0,0.0
605,2473,0,0.0
606,2475,0,0.0
607,2479,0,0.0
608,2481,0,0.0
609,2489,0,0.0
610,2493,0,0.0
611,2495,0,0.0
612,2500,1,0.0
613,2501,0,0.0
614,2503,0,0.0
615,2504,0,0.0
616,2507,0,0.0
617,2509,0,0.0
618,2510,0,0.0
619,2512,0,0.0
620,2529,0,0.0
621,2531,0,0.0
622,2533,0,0.0
623,2537,0,0.0
624,2543,0,0.0
625,2544,0,0.0
626,2546,0,0.0
627,2547,0,0.0
628,2550,0,0.0
629,2553,0,0.0
630,2563,0,0.0
631,2569,0,0.0
632,2587,0,0.0
633,2599,0,0.0
634,2601,0,0.0
635,2603,0,0.0
636,2611,0,0.0
637,2615,0,0.0
638,2617,0,0.0
639,2619,0,0.0
640,2620,0,0.0
641,2623,0,0.0
642,2633,0,0.0
643,2636,0,0.0
644,2641,0,0.0
645,2642,0,0.0
646,2650,0,0.0
647,2662,0,0.0
648,2664,0,0.0
649,2666,0,0.0
650,2671,0,0.0
651,2686,0,0.0
652,2697,0,0.0
653,2704,0,0.0
654,2714,0,0.0
655,2724,0,0.0
656,2730,0,0.0
657,2733,0,0.0
658,2736,0,0.0
659,2740,0,0.0
660,2742,0,0.0
661,2745,0,0.0
662,2750,0,0.0
663,2751,0,0.0
664,2752,0,0.0
665,2754,0,0.0
666,2756,0,0.0
667,2759,0,0.0
668,2761,0,0.0
669,2763,0,0.0
670,2771,0,0.0
671,2776,0,0.0
672,2780,0,0.0
673,2782,0,0.0
674,2789,0,0.0
675,2790,0,0.0
676,2794,0,0.0
677,2796,0,0.0
678,2797,0,0.0
679,2805,0,0.0
680,2809,0,0.0
681,2822,0,0.0
682,2824,0,0.0
683,2829,0,0.0
684,2832,0,0.0
685,2833,0,0.0
686,2840,0,1.0
687,2846,0,0.0
688,2849,0,0.0
689,2851,0,0.0
690,2860,0,0.0
691,2862,0,0.0
692,2865,0,0.0
693,2877,0,0.0
694,2880,0,0.0
695,2882,0,0.0
696,2887,0,0.0
697,2889,0,0.0
698,2893,0,0.0
699,2894,0,0.0
700,2926,0,0.0
701,2927,0,0.0
702,2929,0,0.0
703,2931,0,0.0
704,2933,0,0.0
705,2936,0,0.0
706,2942,0,0.0
707,2945,0,0.0
708,2955,0,0.0
709,2957,0,0.0
710,2960,0,0.0
711,2962,0,0.0
712,2963,0,0.0
713,2964,0,0.0
714,2970,0,0.0
715,2972,0,0.0
716,2975,0,0.0
717,2976,0,0.0
718,2981,0,0.0
719,2984,0,0.0
720,2990,0,0.0
721,2991,0,0.0
722,2999,0,0.0
723,3000,0,0.0
724,3003,1,0.0
725,3004,0,0.0
726,3007,0,0.0
727,3029,0,0.0
728,3033,0,0.0
729,3040,0,0.0
730,3043,0,0.0
731,3049,0,0.0
732,3061,0,0.0
733,3063,0,0.0
734,3069,0,0.0
735,3070,0,0.0
736,3071,0,0.0
737,3076,0,0.0
738,3080,0,0.0
739,3082,0,0.0
740,3097,0,0.0
741,3099,0,0.0
742,3100,0,0.0
743,3102,0,0.0
744,3106,0,0.0
745,3113,0,0.0
746,3116,0,0.0
747,3121,0,0.0
748,3124,0,0.0
749,3129,0,0.0
750,3130,0,0.0
751,3132,0,0.0
752,3133,0,0.0
753,3137,0,0.0
754,3145,0,0.0
755,3153,0,0.0
756,3154,0,0.0
757,3156,0,0.0
758,3157,0,0.0
759,3159,0,0.0
760,3160,0,0.0
761,3162,0,0.0
762,3163,0,0.0
763,3164,0,0.0
764,3165,0,0.0
765,3166,0,0.0
766,3174,0,0.0
767,3175,0,0.0
768,3177,0,0.0
769,3183,0,0.0
770,3184,0,0.0
771,3187,0,0.0
772,3189,0,0.0
773,3192,0,0.0
774,3197,0,0.0
775,3200,0,0.0
776,3212,0,0.0
777,3213,0,0.0
778,3217,0,0.0
779,3219,0,0.0
780,3222,0,0.0
781,3232,0,0.0
782,3233,0,0.0
783,3235,0,0.0
784,3237,0,0.0
785,3239,0,0.0
786,3243,0,0.0
787,3262,0,0.0
788,3265,0,0.0
789,3269,0,0.0
790,3275,0,0.0
791,3280,0,0.0
792,3286,0,0.0
793,3300,0,0.0
794,3306,0,0.0
795,3307,0,0.0
796,3310,0,0.0
797,3319,0,0.0
798,3321,0,0.0
799,3325,0,0.0
800,3330,0,0.0
801,3332,0,0.0
802,3334,0,0.0
803,3336,0,0.0
804,3339,0,0.0
805,3340,0,0.0
806,3350,0,0.0
807,3351,0,0.0
808,3353,0,0.0
809,3354,0,0.0
810,3357,0,0.0
811,3366,0,0.0
812,3370,0,0.0
813,3375,0,0.0
814,3376,0,0.0
815,3377,0,0.0
816,3381,0,0.0
817,3385,0,0.0
818,3386,0,0.0
819,3390,0,0.0
820,3395,0,0.0
821,3402,0,0.0
822,3411,0,0.0
823,3413,0,0.0
824,3415,0,0.0
825,3417,0,0.0
826,3424,0,0.0
827,3425,0,0.0
828,3427,0,0.0
829,3431,0,0.0
830,3437,0,0.0
831,3441,0,0.0
832,3444,1,0.0
833,3447,0,0.0
834,3450,0,0.0
835,3451,0,0.0
836,3454,0,0.0
837,3461,0,0.0
838,3485,0,0.0
839,3486,0,0.0
840,3489,0,0.0
841,3499,0,0.0
842,3504,0,0.0
843,3511,0,0.0
844,3515,0,0.0
845,3524,0,0.0
846,3527,0,0.0
847,3529,1,0.0
848,3530,0,0.0
849,3536,0,0.0
850,3539,0,0.0
851,3551,0,0.0
852,3553,0,0.0
853,3556,0,0.0
854,3559,0,0.0
855,3564,0,0.0
856,3565,0,0.0
857,3575,0,0.0
858,3579,0,0.0
859,3583,0,0.0
860,3594,0,0.0
861,3596,0,0.0
862,3599,0,0.0
863,3600,0,0.0
864,3602,0,0.0
865,3603,0,0.0
866,3605,0,0.0
867,3610,0,0.0
868,3611,0,0.0
869,3625,0,0.0
870,3630,0,0.0
871,3634,0,0.0
872,3635,0,0.0
873,3636,0,0.0
874,3641,0,0.0
875,3644,0,0.0
876,3654,0,0.0
877,3655,0,0.0
878,3659,0,0.0
879,3660,0,0.0
880,3662,0,0.0
881,3663,0,0.0
882,3664,0,0.0
883,3667,0,0.0
884,3669,0,0.0
885,3672,0,0.0
886,3675,0,0.0
887,3676,0,0.0
888,3683,0,0.0
889,3685,0,0.0
890,3696,0,0.0
891,3699,0,0.0
892,3710,0,0.0
893,3714,0,0.0
894,3716,0,0.0
895,3717,0,0.0
896,3722,0,0.0
897,3729,0,0.0
898,3730,0,0.0
899,3740,0,0.0
900,3742,0,0.0
901,3751,0,0.0
902,3752,0,0.0
903,3753,0,0.0
904,3754,0,0.0
905,3760,0,0.0
906,3769,0,0.0
907,3772,0,0.0
908,3777,0,0.0
909,3779,0,0.0
910,3783,0,0.0
911,3787,0,0.0
912,3789,0,0.0
913,3791,0,0.0
914,3795,0,0.0
915,3797,0,0.0
916,3801,0,0.0
917,3807,0,0.0
918,3810,0,0.0
919,3814,0,0.0
920,3816,0,0.0
921,3821,0,0.0
922,3823,0,0.0
923,3827,0,0.0
924,3834,1,0.0
925,3836,0,0.0
926,3840,0,0.0
927,3845,0,0.0
928,3849,0,0.0
929,3851,0,0.0
930,3856,0,0.0
931,3860,0,0.0
932,3865,0,0.0
933,3866,0,0.0
934,3869,0,0.0
935,3870,0,0.0
936,3877,0,0.0
937,3880,0,0.0
938,3882,0,0.0
939,3889,0,0.0
940,3895,0,0.0
941,3897,0,0.0
942,3899,0,0.0
943,3910,0,0.0
944,3913,0,0.0
945,3916,0,0.0
946,3917,0,0.0
947,3933,1,0.0
948,3941,0,0.0
949,3959,0,0.0
950,3962,0,0.0
951,3970,0,0.0
952,3972,0,0.0
953,3975,0,0.0
