,id,floods,floods_prediction
0,9,0,0.0
1,14,0,0.0
2,20,1,0.0
3,22,0,0.0
4,30,0,0.0
5,32,0,0.0
6,33,0,0.0
7,37,0,0.0
8,41,0,0.0
9,64,0,0.0
10,65,0,0.0
11,71,0,0.0
12,73,0,0.0
13,81,0,0.0
14,91,0,0.0
15,92,0,0.0
16,94,0,0.0
17,101,0,0.0
18,107,0,0.0
19,110,1,0.0
20,111,0,0.0
21,115,0,0.0
22,124,0,0.0
23,125,0,0.0
24,127,0,0.0
25,133,0,0.0
26,135,0,0.0
27,140,0,0.0
28,143,0,0.0
29,147,0,0.0
30,149,0,0.0
31,151,0,0.0
32,157,0,0.0
33,162,0,0.0
34,175,0,0.0
35,184,0,0.0
36,195,0,0.0
37,212,0,0.0
38,215,0,0.0
39,220,0,0.0
40,225,0,0.0
41,230,0,0.0
42,233,0,0.0
43,237,0,0.0
44,239,0,0.0
45,241,0,0.0
46,246,0,0.0
47,249,0,0.0
48,260,0,1.0
49,262,0,0.0
50,265,0,0.0
51,273,0,0.0
52,275,0,0.0
53,279,0,0.0
54,283,0,0.0
55,291,0,0.0
56,294,0,0.0
57,296,0,0.0
58,299,0,0.0
59,307,0,0.0
60,309,0,0.0
61,311,0,0.0
62,313,0,0.0
63,316,0,0.0
64,324,0,0.0
65,331,0,0.0
66,334,0,0.0
67,340,0,0.0
68,341,0,0.0
69,342,0,0.0
70,346,1,0.0
71,347,0,0.0
72,349,0,0.0
73,361,0,0.0
74,371,0,0.0
75,375,0,0.0
76,377,0,0.0
77,380,0,0.0
78,381,0,0.0
79,383,0,0.0
80,389,0,0.0
81,396,0,0.0
82,397,0,0.0
83,400,0,0.0
84,402,0,0.0
85,409,0,0.0
86,414,0,0.0
87,420,0,0.0
88,423,0,0.0
89,426,0,0.0
90,444,0,0.0
91,446,0,0.0
92,456,0,0.0
93,461,0,0.0
94,466,0,0.0
95,471,0,0.0
96,481,0,0.0
97,484,0,0.0
98,485,0,0.0
99,487,0,0.0
100,491,0,0.0
101,494,0,0.0
102,500,1,0.0
103,505,0,0.0
104,510,0,0.0
105,511,0,0.0
106,513,0,0.0
107,520,0,0.0
108,524,0,0.0
109,526,0,0.0
110,532,0,0.0
111,535,0,0.0
112,540,0,0.0
113,543,0,0.0
114,544,0,0.0
115,549,0,0.0
116,553,0,0.0
117,562,0,0.0
118,582,0,0.0
119,592,0,0.0
120,593,0,0.0
121,597,0,0.0
122,605,0,0.0
123,611,0,0.0
124,615,0,0.0
125,633,0,1.0
126,634,0,0.0
127,635,0,0.0
128,637,0,0.0
129,644,0,0.0
130,645,0,0.0
131,654,0,0.0
132,656,0,0.0
133,666,0,0.0
134,667,0,0.0
135,670,0,0.0
136,682,0,0.0
137,686,0,0.0
138,691,0,0.0
139,704,0,0.0
140,709,0,0.0
141,710,0,0.0
142,711,0,0.0
143,714,0,0.0
144,721,0,0.0
145,727,0,0.0
146,745,0,0.0
147,749,0,0.0
148,751,0,0.0
149,752,0,0.0
150,761,0,0.0
151,767,0,0.0
152,773,0,0.0
153,776,0,0.0
154,777,0,0.0
155,779,0,0.0
156,786,0,0.0
157,787,0,0.0
158,789,0,0.0
159,790,0,0.0
160,791,0,0.0
161,792,0,0.0
162,795,0,0.0
163,799,0,0.0
164,805,0,0.0
165,807,0,0.0
166,810,0,0.0
167,811,0,0.0
168,812,0,0.0
169,820,0,0.0
170,822,0,0.0
171,823,0,0.0
172,825,0,0.0
173,827,0,0.0
174,839,0,0.0
175,840,0,0.0
176,843,0,0.0
177,850,0,0.0
178,862,0,0.0
179,862,0,0.0
180,864,0,0.0
181,865,0,0.0
182,866,0,0.0
183,869,0,0.0
184,874,0,0.0
185,879,0,0.0
186,880,0,0.0
187,881,0,0.0
188,883,1,0.0
189,885,0,0.0
190,886,0,0.0
191,890,0,0.0
192,891,0,0.0
193,892,0,0.0
194,893,0,0.0
195,897,0,0.0
196,900,0,0.0
197,904,0,0.0
198,905,0,0.0
199,911,0,0.0
200,914,0,0.0
201,915,0,0.0
202,916,0,0.0
203,917,0,0.0
204,921,0,0.0
205,924,0,0.0
206,927,0,0.0
207,931,0,0.0
208,936,0,0.0
209,943,0,0.0
210,944,0,0.0
211,947,1,0.0
212,955,0,0.0
213,957,0,0.0
214,963,1,0.0
215,965,0,0.0
216,970,0,0.0
217,974,0,0.0
218,975,0,0.0
219,976,0,0.0
220,981,0,0.0
221,987,0,0.0
222,992,0,0.0
223,994,0,0.0
224,996,0,0.0
225,997,0,0.0
226,1000,0,0.0
227,1004,0,0.0
228,1024,0,0.0
229,1029,0,0.0
230,1031,0,0.0
231,1036,0,0.0
232,1041,0,0.0
233,1044,0,0.0
234,1046,0,0.0
235,1047,0,0.0
236,1052,0,0.0
237,1053,0,0.0
238,1055,0,0.0
239,1056,0,0.0
240,1060,0,0.0
241,1067,0,0.0
242,1069,0,0.0
243,1074,0,0.0
244,1081,0,0.0
245,1093,0,0.0
246,1101,0,0.0
247,1103,0,0.0
248,1107,0,0.0
249,1109,0,0.0
250,1110,0,0.0
251,1113,0,0.0
252,1119,0,0.0
253,1121,0,0.0
254,1123,0,0.0
255,1126,0,0.0
256,1129,0,0.0
257,1130,0,0.0
258,1140,0,0.0
259,1141,0,0.0
260,1143,0,0.0
261,1146,0,0.0
262,1149,0,0.0
263,1154,0,0.0
264,1155,1,0.0
265,1161,0,0.0
266,1163,0,0.0
267,1176,0,0.0
268,1177,0,0.0
269,1179,0,0.0
270,1180,1,0.0
271,1183,0,0.0
272,1193,0,0.0
273,1199,0,0.0
274,1205,0,0.0
275,1207,0,0.0
276,1209,0,0.0
277,1210,0,0.0
278,1211,0,0.0
279,1212,0,0.0
280,1216,0,0.0
281,1217,0,0.0
282,1220,0,0.0
283,1223,0,0.0
284,1231,0,0.0
285,1232,0,0.0
286,1236,0,0.0
287,1239,0,0.0
288,1246,0,0.0
289,1260,0,0.0
290,1262,0,0.0
291,1275,0,0.0
292,1292,0,0.0
293,1293,0,0.0
294,1295,0,0.0
295,1304,0,0.0
296,1305,0,0.0
297,1307,0,0.0
298,1311,0,0.0
299,1314,0,0.0
300,1316,0,0.0
301,1320,0,0.0
302,1321,0,0.0
303,1322,0,0.0
304,1323,0,0.0
305,1324,0,0.0
306,1339,0,0.0
307,1344,0,0.0
308,1347,0,0.0
309,1349,0,0.0
310,1351,0,0.0
311,1352,0,0.0
312,1363,0,0.0
313,1365,0,0.0
314,1367,0,0.0
315,1369,0,0.0
316,1370,0,0.0
317,1371,0,0.0
318,1372,0,0.0
319,1379,0,0.0
320,1380,0,0.0
321,1385,0,0.0
322,1387,0,0.0
323,1396,0,0.0
324,1402,0,0.0
325,1404,0,0.0
326,1406,0,0.0
327,1412,0,0.0
328,1413,0,0.0
329,1414,0,0.0
330,1415,0,0.0
331,1420,0,0.0
332,1423,0,0.0
333,1433,0,0.0
334,1437,0,0.0
335,1449,0,0.0
336,1456,0,0.0
337,1457,0,0.0
338,1461,0,0.0
339,1469,0,0.0
340,1472,0,0.0
341,1473,0,0.0
342,1483,0,0.0
343,1486,0,0.0
344,1487,0,0.0
345,1491,0,0.0
346,1492,0,0.0
347,1493,0,0.0
348,1499,0,0.0
349,1500,0,0.0
350,1506,0,0.0
351,1507,0,0.0
352,1513,0,0.0
353,1516,0,0.0
354,1521,0,0.0
355,1525,0,0.0
356,1527,0,0.0
357,1531,0,0.0
358,1533,0,0.0
359,1541,0,1.0
360,1543,0,0.0
361,1546,0,0.0
362,1549,0,0.0
363,1550,0,0.0
364,1553,0,0.0
365,1560,0,0.0
366,1562,0,0.0
367,1563,0,0.0
368,1566,0,0.0
369,1567,0,0.0
370,1570,0,0.0
371,1574,0,0.0
372,1577,0,0.0
373,1584,0,0.0
374,1585,0,0.0
375,1586,0,0.0
376,1592,0,0.0
377,1602,0,0.0
378,1605,0,0.0
379,1607,0,0.0
380,1615,0,0.0
381,1622,0,0.0
382,1634,0,0.0
383,1636,0,0.0
384,1640,0,0.0
385,1645,0,0.0
386,1646,0,0.0
387,1650,0,0.0
388,1660,0,0.0
389,1662,0,0.0
390,1666,0,0.0
391,1670,0,0.0
392,1671,0,0.0
393,1672,0,0.0
394,1674,0,0.0
395,1675,0,0.0
396,1676,0,0.0
397,1680,0,0.0
398,1683,0,0.0
399,1685,0,0.0
400,1689,0,0.0
401,1694,0,0.0
402,1695,0,0.0
403,1696,0,0.0
404,1699,0,0.0
405,1702,0,0.0
406,1703,0,0.0
407,1709,0,0.0
408,1722,0,0.0
409,1727,0,0.0
410,1732,0,0.0
411,1734,0,0.0
412,1737,0,0.0
413,1739,0,0.0
414,1741,0,0.0
415,1743,0,0.0
416,1745,0,0.0
417,1749,0,0.0
418,1753,0,0.0
419,1764,0,0.0
420,1769,0,0.0
421,1770,0,0.0
422,1774,0,0.0
423,1777,0,0.0
424,1780,0,0.0
425,1782,0,0.0
426,1784,0,0.0
427,1785,0,0.0
428,1787,0,0.0
429,1789,0,0.0
430,1792,0,0.0
431,1795,0,0.0
432,1801,0,0.0
433,1803,0,0.0
434,1806,0,0.0
435,1807,0,0.0
436,1811,0,0.0
437,1812,0,0.0
438,1814,0,0.0
439,1817,0,0.0
440,1822,0,0.0
441,1827,0,0.0
442,1830,0,0.0
443,1831,0,0.0
444,1840,0,0.0
445,1842,0,0.0
446,1844,0,0.0
447,1846,0,0.0
448,1849,0,0.0
449,1851,0,0.0
450,1853,0,0.0
451,1855,0,0.0
452,1861,0,0.0
453,1863,0,0.0
454,1895,0,0.0
455,1902,0,0.0
456,1904,0,0.0
457,1906,0,0.0
458,1909,0,0.0
459,1911,0,0.0
460,1915,0,0.0
461,1916,0,0.0
462,1929,0,0.0
463,1930,0,0.0
464,1934,0,0.0
465,1936,1,0.0
466,1937,0,0.0
467,1941,0,0.0
468,1943,0,0.0
469,1945,0,0.0
470,1951,0,0.0
471,1955,0,0.0
472,1956,0,0.0
473,1965,0,0.0
474,1967,0,0.0
475,1974,0,0.0
476,1975,0,0.0
477,1976,0,0.0
478,1979,0,0.0
479,1980,0,0.0
480,1981,0,0.0
481,1984,0,0.0
482,1986,0,0.0
483,1991,0,0.0
484,1996,0,0.0
485,1999,0,0.0
486,2004,0,0.0
487,2007,0,0.0
488,2013,0,0.0
489,2014,0,0.0
490,2015,0,0.0
491,2017,0,0.0
492,2020,0,0.0
493,2024,0,0.0
494,2025,0,0.0
495,2027,0,0.0
496,2034,0,0.0
497,2035,0,0.0
498,2036,0,0.0
499,2040,0,0.0
500,2041,0,0.0
501,2043,0,0.0
502,2044,1,0.0
503,2045,0,0.0
504,2049,1,0.0
505,2051,0,0.0
506,2054,0,0.0
507,2061,0,0.0
508,2065,0,0.0
509,2072,0,0.0
510,2073,0,0.0
511,2074,0,0.0
512,2086,0,0.0
513,2096,0,0.0
514,2100,0,0.0
515,2112,0,0.0
516,2126,1,0.0
517,2127,0,0.0
518,2145,0,0.0
519,2153,0,0.0
520,2155,0,0.0
521,2157,0,0.0
522,2161,0,0.0
523,2163,0,0.0
524,2165,0,0.0
525,2172,0,0.0
526,2174,0,0.0
527,2179,0,0.0
528,2185,0,0.0
529,2190,0,0.0
530,2194,0,0.0
531,2199,1,0.0
532,2207,0,0.0
533,2209,0,0.0
534,2214,0,0.0
535,2215,0,0.0
536,2217,0,0.0
537,2219,0,0.0
538,2221,0,0.0
539,2223,0,0.0
540,2232,0,0.0
541,2234,0,0.0
542,2237,0,0.0
543,2240,0,0.0
544,2241,0,0.0
545,2244,0,0.0
546,2246,0,0.0
547,2249,0,0.0
548,2250,0,0.0
549,2251,0,0.0
550,2259,0,0.0
551,2260,0,0.0
552,2263,0,0.0
553,2271,0,0.0
554,2272,0,0.0
555,2276,0,0.0
556,2277,0,0.0
557,2283,0,0.0
558,2284,0,0.0
559,2289,0,0.0
560,2292,0,0.0
561,2294,1,0.0
562,2296,0,0.0
563,2297,0,0.0
564,2300,0,0.0
565,2303,0,0.0
566,2304,0,0.0
567,2305,0,0.0
568,2317,0,0.0
569,2329,0,0.0
570,2334,0,0.0
571,2339,0,0.0
572,2346,0,0.0
573,2347,0,0.0
574,2351,0,0.0
575,2353,0,0.0
576,2357,0,0.0
577,2363,0,0.0
578,2370,0,0.0
579,2371,0,0.0
580,2374,0,0.0
581,2375,0,0.0
582,2384,0,0.0
583,2385,0,0.0
584,2390,0,0.0
585,2406,0,0.0
586,2407,0,0.0
587,2409,0,0.0
588,2410,0,0.0
589,2414,0,0.0
590,2416,0,0.0
591,2417,0,0.0
592,2421,0,0.0
593,2425,0,0.0
594,2427,0,0.0
595,2429,0,0.0
596,2441,0,0.0
597,2444,0,0.0
598,2445,0,0.0
599,2446,0,0.0
600,2449,0,0.0
601,2450,0,0.0
602,2455,0,0.0
603,2457,0,0.0
604,2464,0,0.0
605,2470,0,0.0
606,2483,0,0.0
607,2487,0,0.0
608,2496,0,0.0
609,2522,0,0.0
610,2534,0,0.0
611,2537,0,0.0
612,2540,1,0.0
613,2543,0,0.0
614,2544,0,0.0
615,2549,0,0.0
616,2560,0,0.0
617,2561,0,0.0
618,2565,0,0.0
619,2572,0,0.0
620,2579,0,0.0
621,2580,0,0.0
622,2581,0,0.0
623,2582,0,0.0
624,2583,0,0.0
625,2590,0,0.0
626,2592,0,0.0
627,2601,0,0.0
628,2607,0,0.0
629,2610,0,0.0
630,2613,0,0.0
631,2617,0,0.0
632,2619,0,0.0
633,2623,0,0.0
634,2625,0,0.0
635,2632,0,0.0
636,2634,0,0.0
637,2636,0,0.0
638,2643,0,0.0
639,2661,0,0.0
640,2669,0,0.0
641,2670,0,0.0
642,2671,0,0.0
643,2672,0,0.0
644,2681,0,0.0
645,2685,0,0.0
646,2687,0,0.0
647,2693,0,0.0
648,2694,0,0.0
649,2695,0,0.0
650,2703,0,0.0
651,2707,0,0.0
652,2710,0,0.0
653,2712,0,0.0
654,2716,0,0.0
655,2717,0,0.0
656,2719,0,0.0
657,2721,0,0.0
658,2725,0,0.0
659,2726,0,0.0
660,2730,0,0.0
661,2733,0,0.0
662,2739,1,0.0
663,2742,0,0.0
664,2749,0,0.0
665,2750,0,0.0
666,2756,0,0.0
667,2769,0,0.0
668,2771,0,0.0
669,2776,0,0.0
670,2779,0,0.0
671,2783,0,0.0
672,2787,0,0.0
673,2789,0,0.0
674,2799,0,0.0
675,2805,0,0.0
676,2830,0,0.0
677,2840,0,0.0
678,2841,0,0.0
679,2845,0,0.0
680,2852,0,0.0
681,2856,0,0.0
682,2860,0,0.0
683,2862,0,0.0
684,2863,0,0.0
685,2864,0,0.0
686,2865,0,0.0
687,2869,0,0.0
688,2870,0,0.0
689,2875,0,0.0
690,2886,0,0.0
691,2897,0,0.0
692,2901,0,0.0
693,2907,0,0.0
694,2911,0,0.0
695,2913,0,1.0
696,2920,0,0.0
697,2922,0,0.0
698,2923,0,0.0
699,2925,0,0.0
700,2927,0,0.0
701,2929,0,0.0
702,2930,0,0.0
703,2932,0,0.0
704,2935,0,0.0
705,2943,0,0.0
706,2949,0,0.0
707,2951,0,0.0
708,2955,0,0.0
709,2959,0,0.0
710,2961,0,0.0
711,2964,0,0.0
712,2967,0,0.0
713,2972,0,0.0
714,2974,0,0.0
715,2975,0,0.0
716,2990,0,0.0
717,2991,0,0.0
718,3000,0,0.0
719,3004,0,0.0
720,3007,0,0.0
721,3010,0,0.0
722,3012,0,0.0
723,3014,0,0.0
724,3016,0,0.0
725,3020,0,0.0
726,3027,0,0.0
727,3033,0,0.0
728,3037,0,0.0
729,3045,0,0.0
730,3047,0,0.0
731,3056,0,0.0
732,3061,0,0.0
733,3065,0,0.0
734,3071,0,0.0
735,3075,1,0.0
736,3077,0,0.0
737,3079,0,0.0
738,3093,0,0.0
739,3112,0,0.0
740,3116,0,0.0
741,3120,0,0.0
742,3125,0,0.0
743,3127,0,0.0
744,3131,0,0.0
745,3132,0,0.0
746,3133,0,0.0
747,3137,0,0.0
748,3141,0,0.0
749,3145,0,0.0
750,3146,0,0.0
751,3147,0,0.0
752,3149,0,0.0
753,3153,0,0.0
754,3162,0,0.0
755,3164,0,0.0
756,3171,0,0.0
757,3181,0,0.0
758,3184,0,0.0
759,3191,0,0.0
760,3193,1,0.0
761,3194,0,0.0
762,3202,0,0.0
763,3203,0,0.0
764,3216,0,0.0
765,3217,0,0.0
766,3217,0,0.0
767,3222,0,0.0
768,3223,0,0.0
769,3224,0,0.0
770,3225,0,0.0
771,3229,0,0.0
772,3234,0,0.0
773,3241,0,0.0
774,3242,0,0.0
775,3243,0,0.0
776,3247,0,0.0
777,3250,0,0.0
778,3251,0,0.0
779,3253,0,0.0
780,3254,0,0.0
781,3264,0,0.0
782,3267,0,0.0
783,3269,0,0.0
784,3273,0,0.0
785,3274,0,0.0
786,3275,0,0.0
787,3276,0,0.0
788,3281,0,0.0
789,3283,0,0.0
790,3285,0,0.0
791,3286,0,0.0
792,3297,0,0.0
793,3306,0,0.0
794,3307,0,0.0
795,3309,0,0.0
796,3319,1,0.0
797,3323,0,0.0
798,3326,0,0.0
799,3333,0,0.0
800,3334,0,0.0
801,3344,0,0.0
802,3346,0,0.0
803,3347,0,0.0
804,3351,0,0.0
805,3352,0,0.0
806,3356,0,0.0
807,3362,0,0.0
808,3367,0,0.0
809,3372,0,0.0
810,3373,0,0.0
811,3377,0,0.0
812,3379,0,0.0
813,3382,0,0.0
814,3385,0,0.0
815,3390,0,0.0
816,3395,0,0.0
817,3402,0,0.0
818,3403,0,0.0
819,3404,0,0.0
820,3410,0,0.0
821,3412,0,0.0
822,3413,0,0.0
823,3427,0,0.0
824,3431,0,0.0
825,3432,0,0.0
826,3433,0,0.0
827,3443,0,0.0
828,3452,0,1.0
829,3453,0,0.0
830,3456,0,0.0
831,3465,0,0.0
832,3486,0,0.0
833,3494,0,0.0
834,3495,0,0.0
835,3499,0,0.0
836,3504,0,0.0
837,3505,0,0.0
838,3506,0,0.0
839,3509,0,0.0
840,3516,0,0.0
841,3517,0,0.0
842,3520,0,0.0
843,3523,0,0.0
844,3524,0,1.0
845,3536,0,0.0
846,3542,0,0.0
847,3550,0,0.0
848,3559,0,0.0
849,3566,0,0.0
850,3574,0,0.0
851,3579,0,0.0
852,3580,0,0.0
853,3582,0,0.0
854,3590,0,0.0
855,3594,0,0.0
856,3602,0,0.0
857,3604,0,0.0
858,3607,0,0.0
859,3616,0,0.0
860,3617,0,0.0
861,3619,0,0.0
862,3620,0,0.0
863,3624,0,0.0
864,3626,0,0.0
865,3630,0,0.0
866,3631,0,0.0
867,3633,0,0.0
868,3634,0,0.0
869,3637,0,0.0
870,3642,0,0.0
871,3646,0,0.0
872,3650,0,1.0
873,3651,0,0.0
874,3652,0,0.0
875,3654,0,0.0
876,3655,0,0.0
877,3656,0,0.0
878,3664,0,0.0
879,3679,0,0.0
880,3683,0,0.0
881,3687,0,0.0
882,3691,0,0.0
883,3692,0,0.0
884,3695,0,0.0
885,3707,0,0.0
886,3709,0,0.0
887,3710,0,0.0
888,3715,0,0.0
889,3729,0,0.0
890,3732,0,0.0
891,3733,0,0.0
892,3737,0,0.0
893,3744,0,0.0
894,3749,0,0.0
895,3752,0,0.0
896,3755,0,0.0
897,3757,0,0.0
898,3759,0,0.0
899,3760,0,0.0
900,3761,0,0.0
901,3763,0,0.0
902,3764,0,0.0
903,3767,0,0.0
904,3771,0,0.0
905,3772,0,0.0
906,3774,0,0.0
907,3775,0,0.0
908,3777,1,0.0
909,3780,0,0.0
910,3784,0,0.0
911,3791,0,0.0
912,3793,0,0.0
913,3796,0,0.0
914,3802,0,0.0
915,3803,0,0.0
916,3805,0,0.0
917,3810,0,0.0
918,3813,0,0.0
919,3816,0,0.0
920,3820,0,0.0
921,3831,0,0.0
922,3834,0,0.0
923,3836,0,0.0
924,3841,0,0.0
925,3842,0,0.0
926,3845,0,0.0
927,3849,0,0.0
928,3853,0,0.0
929,3856,0,0.0
930,3862,0,0.0
931,3863,0,0.0
932,3865,0,0.0
933,3869,0,0.0
934,3876,0,0.0
935,3877,0,0.0
936,3881,0,0.0
937,3896,0,0.0
938,3900,0,0.0
939,3907,0,0.0
940,3914,0,0.0
941,3915,0,0.0
942,3917,1,0.0
943,3926,0,0.0
944,3939,0,0.0
945,3943,0,0.0
946,3954,0,0.0
947,3964,0,0.0
948,3967,0,0.0
949,3974,0,0.0
950,3975,0,0.0
951,3979,0,0.0
952,3987,0,0.0
